	GSM1194697	GSM1194698	GSM1194699
ENSG00000164830	577	371	214
ENSG00000151093	80	24	10
ENSG00000172939	199	613	57
ENSG00000101405	0	0	0
ENSG00000180914	16	7	9
ENSG00000108405	28	2	52
ENSG00000187848	0	0	0
ENSG00000109991	24	5	8
ENSG00000135124	307	676	305
ENSG00000083454	2	6	2
ENSG00000257950	259	299	228
ENSG00000099957	12	6	1
ENSG00000206145	0	0	0
ENSG00000089041	72	89	59
ENSG00000169860	217	20	56
ENSG00000078589	0	0	1
ENSG00000244165	18	58	26
ENSG00000169313	2	0	0
ENSG00000181631	242	143	36
ENSG00000174944	18	0	20
ENSG00000175591	53	137	16
ENSG00000186912	0	0	0
ENSG00000171631	30	166	349
ENSG00000182162	28	6	7
ENSG00000117385	526	409	365
ENSG00000090530	109	55	10
ENSG00000110811	53	28	3
ENSG00000141696	223	320	150
ENSG00000122884	1054	2066	612
ENSG00000072682	98	239	21
ENSG00000149380	68	51	122
ENSG00000185624	1940	2934	1332
ENSG00000178467	66	4	6
ENSG00000170515	1383	1758	513
ENSG00000237828	0	0	0
ENSG00000235698	1	0	0
ENSG00000263405	0	0	0
ENSG00000230457	13	16	0
ENSG00000175575	569	375	349
ENSG00000070756	11183	11489	3645
ENSG00000101104	314	372	142
ENSG00000186288	4	4	1
ENSG00000184388	0	0	0
ENSG00000231707	18	16	4
ENSG00000239443	0	0	0
ENSG00000228810	38	15	10
ENSG00000225638	0	0	0
ENSG00000260307	0	0	0
ENSG00000198526	1	2	0
ENSG00000230673	59	466	25
ENSG00000255642	5	7	5
ENSG00000270455	0	0	0
ENSG00000227497	0	0	0
ENSG00000250651	0	0	0
ENSG00000282372	0	0	0
ENSG00000229658	0	1	0
ENSG00000151846	7	10	18
ENSG00000090621	2063	1405	655
ENSG00000254535	0	17	5
ENSG00000174740	0	0	0
ENSG00000100836	411	594	379
ENSG00000205022	0	0	0
ENSG00000112530	15	14	1
ENSG00000163138	564	553	427
ENSG00000175115	1651	1197	366
ENSG00000179364	716	788	167
ENSG00000124507	0	4	0
ENSG00000100266	630	247	144
ENSG00000165912	326	351	279
ENSG00000281459	20	44	12
ENSG00000117115	372	228	32
ENSG00000280549	638	284	32
ENSG00000280908	24	0	32
ENSG00000280949	0	0	0
ENSG00000122133	33	10	10
ENSG00000006712	277	184	67
ENSG00000007168	1122	2174	1000
ENSG00000168092	1354	2192	860
ENSG00000079462	192	151	24
ENSG00000158006	106	403	55
ENSG00000076641	292	778	199
ENSG00000068985	0	0	0
ENSG00000234068	0	0	0
ENSG00000238269	0	0	0
ENSG00000204279	0	0	0
ENSG00000101951	0	0	0
ENSG00000158639	0	0	0
ENSG00000280789	97	17	10
ENSG00000171759	0	7	0
ENSG00000128050	1326	1356	747
ENSG00000226055	22	2	2
ENSG00000228595	0	0	0
ENSG00000226840	0	0	0
ENSG00000254244	0	0	0
ENSG00000285495	0	0	0
ENSG00000241136	0	0	0
ENSG00000232293	0	0	0
ENSG00000172239	661	757	397
ENSG00000224954	8	0	0
ENSG00000120727	335	540	100
ENSG00000124374	33	41	27
ENSG00000149269	2242	3226	555
ENSG00000285226	121	328	322
ENSG00000180370	3713	5996	1942
ENSG00000077264	55	17	33
ENSG00000130669	190	164	199
ENSG00000101349	0	0	0
ENSG00000137843	182	124	168
ENSG00000083093	395	249	213
ENSG00000107719	2	0	11
ENSG00000129116	2808	2972	1345
ENSG00000099864	29	51	37
ENSG00000288318	5	24	0
ENSG00000099260	1173	959	528
ENSG00000145730	481	434	305
ENSG00000282228	40	238	184
ENSG00000149090	12	59	19
ENSG00000135473	296	46	317
ENSG00000152520	785	591	269
ENSG00000152782	106	255	119
ENSG00000125779	234	669	42
ENSG00000120137	907	1218	428
ENSG00000273494	134	271	87
ENSG00000110218	195	741	177
ENSG00000073150	19	10	2
ENSG00000154143	0	0	0
ENSG00000148832	5	0	1
ENSG00000100767	448	222	112
ENSG00000090060	4646	4611	2232
ENSG00000218823	2	0	0
ENSG00000115421	530	464	211
ENSG00000182752	277	1	16
ENSG00000116183	0	0	0
ENSG00000138801	522	711	443
ENSG00000198682	801	370	316
ENSG00000163291	201	186	107
ENSG00000162073	141	443	51
ENSG00000137819	83	36	58
ENSG00000160781	0	1	0
ENSG00000182749	572	173	243
ENSG00000170915	344	112	97
ENSG00000188582	0	0	0
ENSG00000148498	843	952	693
ENSG00000116117	48	0	1
ENSG00000102981	5	0	4
ENSG00000124171	1724	2058	2122
ENSG00000178184	237	211	241
ENSG00000227345	478	89	213
ENSG00000239883	113	42	53
ENSG00000116288	1194	1145	671
ENSG00000175193	472	508	327
ENSG00000169116	124	216	8
ENSG00000274829	398	164	494
ENSG00000143799	215	197	192
ENSG00000178685	134	36	47
ENSG00000111224	592	473	223
ENSG00000059378	590	991	826
ENSG00000173193	5325	5154	3080
ENSG00000173200	743	697	385
ENSG00000138617	52	73	45
ENSG00000227105	1	0	0
ENSG00000258995	0	0	0
ENSG00000129484	212	940	143
ENSG00000041880	101	5	86
ENSG00000102699	955	597	400
ENSG00000237917	0	0	0
ENSG00000224976	17	1	5
ENSG00000249263	0	0	0
ENSG00000137817	768	1507	423
ENSG00000151883	264	405	176
ENSG00000138496	1603	1579	1795
ENSG00000185480	58	550	64
ENSG00000162396	3	5	20
ENSG00000197702	744	1185	604
ENSG00000188677	101	73	77
ENSG00000138964	43	34	36
ENSG00000166049	0	0	0
ENSG00000115687	58	56	99
ENSG00000171053	0	0	0
ENSG00000196844	4	15	6
ENSG00000236027	0	0	0
ENSG00000237353	61	43	41
ENSG00000132849	2078	1574	1009
ENSG00000166889	1321	1216	508
ENSG00000282077	52	6	63
ENSG00000100105	764	236	81
ENSG00000177425	1933	1753	1413
ENSG00000225533	0	0	0
ENSG00000125813	0	3	1
ENSG00000075891	0	0	0
ENSG00000135903	0	1	1
ENSG00000106331	0	3	3
ENSG00000196092	5	5	3
ENSG00000007372	17	4	29
ENSG00000009709	899	638	84
ENSG00000125618	96	97	55
ENSG00000198807	800	319	223
ENSG00000263141	282	365	79
ENSG00000233489	0	0	0
ENSG00000157212	327	242	307
ENSG00000102390	185	251	35
ENSG00000168078	15	42	8
ENSG00000108187	189	64	37
ENSG00000254440	37	20	15
ENSG00000163939	1199	2470	771
ENSG00000185630	1641	757	1482
ENSG00000236353	780	646	107
ENSG00000244171	0	0	0
ENSG00000167081	92	13	13
ENSG00000105717	8	5	0
ENSG00000163346	148	288	73
ENSG00000173599	344	262	72
ENSG00000166228	440	756	124
ENSG00000132570	195	414	251
ENSG00000169564	1778	1576	514
ENSG00000197111	3722	4108	1827
ENSG00000235701	0	3	0
ENSG00000248826	0	0	0
ENSG00000183570	42	6	12
ENSG00000090097	39	27	15
ENSG00000175198	265	163	220
ENSG00000114054	389	386	151
ENSG00000156453	164	159	248
ENSG00000138650	3	20	4
ENSG00000102290	51	50	36
ENSG00000099715	46	43	39
ENSG00000113555	32	0	9
ENSG00000150275	15	1	12
ENSG00000118946	18	31	5
ENSG00000189184	4	83	2
ENSG00000165194	155	754	434
ENSG00000280165	42	1	0
ENSG00000169851	3699	3123	1775
ENSG00000136099	0	0	0
ENSG00000225510	0	0	0
ENSG00000184226	892	1215	2727
ENSG00000204970	0	0	0
ENSG00000250120	56	23	45
ENSG00000249158	0	0	0
ENSG00000251664	0	0	0
ENSG00000239389	0	0	0
ENSG00000249504	0	0	0
ENSG00000204969	0	0	0
ENSG00000255408	0	0	0
ENSG00000204967	404	300	267
ENSG00000204965	2	4	4
ENSG00000081842	0	0	0
ENSG00000204963	0	0	0
ENSG00000204962	0	0	0
ENSG00000204961	164	53	44
ENSG00000248383	0	0	0
ENSG00000243232	49	1	1
ENSG00000171815	130	213	149
ENSG00000120324	8	41	12
ENSG00000197479	296	344	98
ENSG00000120328	43	101	0
ENSG00000187372	65	35	39
ENSG00000120327	17	119	10
ENSG00000113248	6	0	0
ENSG00000272674	317	974	70
ENSG00000255622	0	0	6
ENSG00000146001	0	0	5
ENSG00000262096	0	39	1
ENSG00000112852	5	5	13
ENSG00000113205	2	22	0
ENSG00000081818	19	123	0
ENSG00000113209	10	0	0
ENSG00000113211	0	0	2
ENSG00000113212	6	47	0
ENSG00000120322	0	0	0
ENSG00000177839	82	66	66
ENSG00000204956	13	34	10
ENSG00000253846	192	702	84
ENSG00000253873	54	11	62
ENSG00000253159	6	40	3
ENSG00000081853	2	0	0
ENSG00000254245	0	0	0
ENSG00000262576	4	58	0
ENSG00000253485	19	11	11
ENSG00000253731	121	286	104
ENSG00000253537	8	0	0
ENSG00000253767	116	82	91
ENSG00000261934	193	15	93
ENSG00000254221	2	0	0
ENSG00000253910	16	64	0
ENSG00000262209	0	0	43
ENSG00000253953	9	0	10
ENSG00000276547	447	167	696
ENSG00000253305	204	65	100
ENSG00000254122	38	16	302
ENSG00000248449	143	111	33
ENSG00000276545	216	0	69
ENSG00000240184	558	530	35
ENSG00000242419	0	0	199
ENSG00000240764	0	0	1
ENSG00000132635	166	161	102
ENSG00000179715	37	0	10
ENSG00000231254	0	0	0
ENSG00000165494	1407	1254	534
ENSG00000115289	183	208	30
ENSG00000278644	102	34	20
ENSG00000185619	433	149	282
ENSG00000180628	794	1137	538
ENSG00000156374	29	142	23
ENSG00000275641	0	0	0
ENSG00000126226	300	381	117
ENSG00000100982	410	325	279
ENSG00000124253	2	5	3
ENSG00000285241	218	47	169
ENSG00000186472	322	281	48
ENSG00000078674	1983	2217	757
ENSG00000120265	173	406	72
ENSG00000168300	752	1023	378
ENSG00000226061	0	0	0
ENSG00000260087	0	0	0
ENSG00000234800	1	0	1
ENSG00000282949	0	0	0
ENSG00000280663	221	491	398
ENSG00000132646	446	368	107
ENSG00000249065	0	0	2
ENSG00000214009	0	0	0
ENSG00000254544	0	0	0
ENSG00000081154	310	422	134
ENSG00000258359	40	0	0
ENSG00000225856	0	0	0
ENSG00000213344	0	0	0
ENSG00000237089	0	0	0
ENSG00000177197	6	0	3
ENSG00000160299	87	123	108
ENSG00000100731	1795	1639	840
ENSG00000135749	879	533	518
ENSG00000197136	491	88	239
ENSG00000126773	1037	1741	783
ENSG00000106333	166	54	6
ENSG00000163710	14	58	4
ENSG00000174788	0	0	0
ENSG00000183036	0	0	0
ENSG00000248485	19	18	75
ENSG00000175426	39	7	37
ENSG00000102109	7	0	0
ENSG00000125851	8	6	11
ENSG00000115257	0	0	0
ENSG00000099139	377	181	44
ENSG00000140479	325	218	435
ENSG00000160613	1599	3428	1965
ENSG00000169174	50	232	28
ENSG00000141179	59	31	430
ENSG00000116005	2108	1689	731
ENSG00000145882	3	0	0
ENSG00000161217	1336	1472	911
ENSG00000102230	31	28	19
ENSG00000185813	281	16	1
ENSG00000106244	959	1569	332
ENSG00000116703	6	6	0
ENSG00000276977	0	0	0
ENSG00000114209	1195	1880	782
ENSG00000148843	286	625	242
ENSG00000197646	1	11	1
ENSG00000071994	220	199	189
ENSG00000126249	57	0	18
ENSG00000150593	273	421	264
ENSG00000105185	213	442	123
ENSG00000255909	0	0	0
ENSG00000251107	0	0	0
ENSG00000249915	609	1076	201
ENSG00000170248	1196	706	639
ENSG00000275325	0	0	0
ENSG00000282655	96	66	56
ENSG00000090470	351	153	37
ENSG00000136940	59	34	15
ENSG00000163440	0	0	0
ENSG00000228610	0	0	0
ENSG00000255058	0	0	0
ENSG00000115539	146	146	87
ENSG00000226301	0	0	0
ENSG00000214286	0	0	0
ENSG00000244119	0	0	0
ENSG00000213089	12	224	3
ENSG00000224255	0	0	0
ENSG00000256777	1	1	0
ENSG00000112541	273	58	55
ENSG00000128655	109	159	76
ENSG00000174840	503	489	331
ENSG00000115252	0	1	10
ENSG00000123360	26	29	26
ENSG00000154678	3	0	2
ENSG00000186642	0	0	0
ENSG00000172572	11	3	28
ENSG00000152270	100	127	173
ENSG00000065989	26	7	24
ENSG00000184588	284	77	310
ENSG00000105650	182	169	99
ENSG00000113448	405	670	57
ENSG00000178104	838	779	310
ENSG00000229828	0	0	0
ENSG00000138735	331	585	210
ENSG00000132915	187	124	116
ENSG00000133256	33	38	42
ENSG00000095464	3	1	10
ENSG00000156973	346	160	11
ENSG00000185527	0	0	0
ENSG00000139053	0	0	0
ENSG00000205268	530	865	445
ENSG00000171408	30	25	230
ENSG00000073417	969	1292	321
ENSG00000113231	38	27	0
ENSG00000160191	20	28	53
ENSG00000258429	37	95	18
ENSG00000197461	1392	1823	1788
ENSG00000100311	165	201	116
ENSG00000145431	173	294	507
ENSG00000170962	1	0	0
ENSG00000134853	28	195	36
ENSG00000113721	83	119	379
ENSG00000104213	16	235	19
ENSG00000131828	182	346	257
ENSG00000270772	23	0	11
ENSG00000163114	0	0	0
ENSG00000168291	261	203	130
ENSG00000110435	415	328	276
ENSG00000185615	0	0	0
ENSG00000167004	2279	4136	1566
ENSG00000180867	19	11	3
ENSG00000224677	0	0	0
ENSG00000155660	939	1162	1208
ENSG00000065485	97	78	33
ENSG00000143870	1036	1855	580
ENSG00000175087	69	110	94
ENSG00000169340	9	12	8
ENSG00000152256	1065	1935	691
ENSG00000005882	477	288	39
ENSG00000067992	227	167	42
ENSG00000004799	1	0	0
ENSG00000107438	1988	2314	908
ENSG00000270788	2	1	0
ENSG00000265881	0	0	0
ENSG00000264172	0	0	0
ENSG00000249274	58	105	17
ENSG00000120913	192	99	83
ENSG00000154553	266	448	150
ENSG00000131435	37	155	144
ENSG00000163110	2880	3730	1099
ENSG00000196923	379	709	362
ENSG00000164951	720	748	370
ENSG00000172840	398	338	376
ENSG00000140992	614	211	201
ENSG00000205918	35	18	5
ENSG00000162493	934	752	1139
ENSG00000090857	787	214	1099
ENSG00000088356	96	12	58
ENSG00000121892	2973	2913	1144
ENSG00000083642	297	1258	219
ENSG00000148459	70	131	42
ENSG00000182347	5	0	0
ENSG00000224637	0	0	0
ENSG00000164494	659	156	350
ENSG00000139515	0	0	0
ENSG00000275498	891	1219	645
ENSG00000255185	129	12	103
ENSG00000160209	808	235	220
ENSG00000241360	21	13	4
ENSG00000101327	0	0	0
ENSG00000120509	583	483	102
ENSG00000133401	1449	401	770
ENSG00000172367	1	0	0
ENSG00000067840	0	0	0
ENSG00000186862	74	54	76
ENSG00000165650	2418	2226	1430
ENSG00000284316	11	31	5
ENSG00000174827	114	6	7
ENSG00000162366	26	17	11
ENSG00000215859	27	0	0
ENSG00000226926	0	0	0
ENSG00000121440	0	22	0
ENSG00000165966	0	0	0
ENSG00000162734	883	1345	386
ENSG00000173517	2437	2410	1713
ENSG00000187800	32	27	4
ENSG00000089220	460	445	280
ENSG00000259059	0	0	0
ENSG00000270532	0	0	0
ENSG00000262210	0	0	2
ENSG00000134020	1	5	0
ENSG00000261371	751	719	814
ENSG00000115425	69	77	122
ENSG00000162517	505	415	375
ENSG00000242265	1382	1360	195
ENSG00000198300	0	0	0
ENSG00000197329	1847	2718	1823
ENSG00000139946	568	1904	41
ENSG00000174516	55	3	0
ENSG00000152684	52	1	38
ENSG00000141456	140	226	115
ENSG00000133027	70	624	12
ENSG00000181195	136	40	354
ENSG00000124299	334	534	33
ENSG00000179094	427	242	721
ENSG00000132326	1506	1585	570
ENSG00000049246	1083	1079	157
ENSG00000187642	44	45	20
ENSG00000112378	3415	4260	1522
ENSG00000100029	305	420	180
ENSG00000248191	0	0	0
ENSG00000229268	0	0	0
ENSG00000229833	194	697	188
ENSG00000232838	115	87	66
ENSG00000127980	497	584	398
ENSG00000157911	74	16	0
ENSG00000166821	37	78	27
ENSG00000131779	292	525	81
ENSG00000104883	3	0	2
ENSG00000108733	52	7	35
ENSG00000215418	0	0	0
ENSG00000162928	563	959	223
ENSG00000142655	205	421	73
ENSG00000121680	76	53	5
ENSG00000162735	1431	651	539
ENSG00000164751	534	289	257
ENSG00000215193	1149	1232	1397
ENSG00000034693	116	37	97
ENSG00000288217	23	115	81
ENSG00000114757	126	18	31
ENSG00000124587	107	136	106
ENSG00000112357	14	517	28
ENSG00000163737	0	0	0
ENSG00000109272	0	0	0
ENSG00000178921	130	47	82
ENSG00000113068	193	778	216
ENSG00000143256	150	361	72
ENSG00000101132	153	211	47
ENSG00000123349	747	715	190
ENSG00000235692	111	93	25
ENSG00000158571	3	0	0
ENSG00000123836	671	581	580
ENSG00000170525	984	768	306
ENSG00000114268	28	430	34
ENSG00000141959	232	164	196
ENSG00000152556	206	555	114
ENSG00000067057	277	795	254
ENSG00000108518	4469	6503	2087
ENSG00000233328	446	211	80
ENSG00000176378	8	0	0
ENSG00000213061	2	0	0
ENSG00000226028	0	0	0
ENSG00000270392	145	133	71
ENSG00000234367	0	0	4
ENSG00000225080	38	0	0
ENSG00000227212	0	0	0
ENSG00000244371	0	7	3
ENSG00000227205	0	0	0
ENSG00000070087	1290	1732	652
ENSG00000196570	0	0	0
ENSG00000176732	11	0	0
ENSG00000229859	16	2	14
ENSG00000229183	0	0	0
ENSG00000256713	0	0	0
ENSG00000171314	3055	4430	1718
ENSG00000248271	0	0	0
ENSG00000220515	0	0	0
ENSG00000233623	0	0	0
ENSG00000250825	0	1	0
ENSG00000248838	0	0	3
ENSG00000225639	0	0	0
ENSG00000230274	0	0	0
ENSG00000214041	0	0	0
ENSG00000257150	15	24	3
ENSG00000224464	20	0	0
ENSG00000213997	7	0	0
ENSG00000283062	0	0	0
ENSG00000164708	0	23	10
ENSG00000237256	0	0	0
ENSG00000226784	0	1	0
ENSG00000215197	0	0	0
ENSG00000248488	0	0	0
ENSG00000247077	506	812	325
ENSG00000253224	0	0	0
ENSG00000197121	1142	1160	654
ENSG00000148985	195	239	95
ENSG00000161395	96	0	42
ENSG00000137338	38	8	0
ENSG00000185220	36	36	36
ENSG00000182405	304	316	151
ENSG00000282270	0	0	0
ENSG00000277708	0	0	0
ENSG00000249834	0	0	0
ENSG00000248877	0	0	0
ENSG00000282699	0	0	0
ENSG00000226064	0	0	0
ENSG00000229332	0	0	0
ENSG00000177614	46	28	51
ENSG00000096088	0	0	0
ENSG00000142657	1377	822	380
ENSG00000265273	0	0	1
ENSG00000119630	432	541	303
ENSG00000164219	190	202	161
ENSG00000213667	0	0	0
ENSG00000214584	0	0	0
ENSG00000102144	2991	6644	1170
ENSG00000213290	1	3	0
ENSG00000170950	0	0	3
ENSG00000130313	172	166	130
ENSG00000008438	0	0	0
ENSG00000161031	0	0	0
ENSG00000159527	3	0	0
ENSG00000163218	189	2	36
ENSG00000079739	219	566	54
ENSG00000169299	413	363	226
ENSG00000165434	1729	1713	1607
ENSG00000013375	406	426	472
ENSG00000154330	44	28	12
ENSG00000277778	1339	1232	920
ENSG00000225398	0	0	0
ENSG00000184207	242	151	54
ENSG00000130517	397	352	297
ENSG00000183571	2	0	15
ENSG00000082175	12	39	0
ENSG00000101856	1892	2524	818
ENSG00000164040	613	887	430
ENSG00000087157	393	393	144
ENSG00000112137	204	352	160
ENSG00000112419	1423	806	626
ENSG00000270300	0	0	4
ENSG00000087495	55	16	17
ENSG00000204138	2076	1623	1972
ENSG00000164902	283	299	271
ENSG00000167085	1314	1535	677
ENSG00000215021	1166	1488	460
ENSG00000232728	0	0	0
ENSG00000213091	0	0	0
ENSG00000232665	0	0	0
ENSG00000227621	0	1	1
ENSG00000230585	14	0	0
ENSG00000234835	0	0	0
ENSG00000248913	0	0	0
ENSG00000262648	0	0	16
ENSG00000227593	0	0	3
ENSG00000254407	0	0	0
ENSG00000257885	0	1	0
ENSG00000257246	2	0	5
ENSG00000254512	0	0	0
ENSG00000271072	0	0	0
ENSG00000260326	0	1	0
ENSG00000228121	0	0	0
ENSG00000230251	0	0	0
ENSG00000233523	0	0	160
ENSG00000276592	1	12	49
ENSG00000213711	1	0	0
ENSG00000240471	0	0	0
ENSG00000230224	39	0	64
ENSG00000111752	289	482	44
ENSG00000179899	2	0	0
ENSG00000134686	577	594	384
ENSG00000173889	2615	2971	1468
ENSG00000102174	143	119	89
ENSG00000225553	183	416	138
ENSG00000130024	532	491	475
ENSG00000136147	313	1202	231
ENSG00000109118	932	1675	750
ENSG00000116273	62	142	30
ENSG00000106443	360	166	292
ENSG00000119403	20	3	15
ENSG00000197724	335	178	152
ENSG00000025293	840	523	241
ENSG00000129292	2680	2585	567
ENSG00000135365	973	2150	458
ENSG00000056487	1	0	0
ENSG00000040633	741	168	340
ENSG00000122733	0	0	0
ENSG00000226057	0	0	0
ENSG00000118482	2250	1862	1033
ENSG00000100410	193	94	66
ENSG00000267178	0	0	0
ENSG00000156531	900	1005	477
ENSG00000010318	18	0	13
ENSG00000172943	794	1179	255
ENSG00000092621	307	168	108
ENSG00000233041	0	0	0
ENSG00000146247	1655	3019	1168
ENSG00000067177	252	159	214
ENSG00000232882	10	0	0
ENSG00000044446	352	312	106
ENSG00000102893	978	629	547
ENSG00000226262	0	0	0
ENSG00000258467	0	0	0
ENSG00000164776	37	114	25
ENSG00000226075	0	0	0
ENSG00000228645	0	0	0
ENSG00000229508	0	0	0
ENSG00000156873	272	260	556
ENSG00000139289	2004	3637	1000
ENSG00000274538	180	314	168
ENSG00000174307	743	1422	316
ENSG00000019144	978	638	805
ENSG00000144824	2002	1642	1641
ENSG00000176531	90	48	39
ENSG00000081913	573	423	259
ENSG00000040199	319	181	272
ENSG00000173868	17	0	0
ENSG00000144362	38	11	8
ENSG00000165462	0	0	0
ENSG00000109132	0	0	0
ENSG00000054148	81	44	28
ENSG00000274780	182	88	12
ENSG00000116793	279	87	83
ENSG00000006576	337	259	100
ENSG00000107537	52	5	27
ENSG00000175287	127	32	129
ENSG00000168490	0	0	0
ENSG00000165443	0	4	2
ENSG00000175309	180	472	111
ENSG00000137558	201	122	66
ENSG00000164530	0	0	0
ENSG00000124102	507	1083	379
ENSG00000155252	1108	555	627
ENSG00000038210	70	47	34
ENSG00000241973	818	644	397
ENSG00000274602	488	255	149
ENSG00000183506	637	341	110
ENSG00000143393	429	301	148
ENSG00000139200	0	0	4
ENSG00000033800	1963	2244	1354
ENSG00000078043	1208	1412	837
ENSG00000131788	1954	1142	930
ENSG00000105229	121	12	44
ENSG00000083535	234	695	181
ENSG00000073921	2695	3808	1193
ENSG00000100151	243	241	46
ENSG00000153823	213	1111	17
ENSG00000177595	167	170	61
ENSG00000103335	313	114	276
ENSG00000233686	0	0	0
ENSG00000237121	0	0	0
ENSG00000154864	25	8	7
ENSG00000140451	80	46	91
ENSG00000173947	2	0	0
ENSG00000165195	507	1176	679
ENSG00000069943	141	211	217
ENSG00000225973	123	50	60
ENSG00000135845	248	141	32
ENSG00000213713	49	6	11
ENSG00000229626	0	0	0
ENSG00000151665	278	533	80
ENSG00000253869	0	0	0
ENSG00000234881	0	0	9
ENSG00000227592	0	0	1
ENSG00000174227	180	37	113
ENSG00000100564	278	334	86
ENSG00000259657	0	0	2
ENSG00000142892	252	125	17
ENSG00000108474	282	50	167
ENSG00000143315	109	135	44
ENSG00000197563	205	163	89
ENSG00000165282	264	544	221
ENSG00000185808	204	198	107
ENSG00000234204	0	0	0
ENSG00000228958	0	0	0
ENSG00000265564	0	0	0
ENSG00000007541	64	87	39
ENSG00000227104	0	0	0
ENSG00000162896	1850	1061	663
ENSG00000087111	499	353	151
ENSG00000124155	2120	2564	722
ENSG00000101464	530	260	283
ENSG00000224437	0	0	0
ENSG00000060642	24	90	25
ENSG00000275600	46	24	120
ENSG00000163964	254	150	127
ENSG00000255072	0	0	0
ENSG00000119227	9	4	44
ENSG00000104872	104	149	230
ENSG00000150773	114	12	3
ENSG00000155629	58	10	88
ENSG00000011405	3442	2988	2555
ENSG00000133056	496	356	182
ENSG00000139144	216	95	118
ENSG00000078142	495	582	519
ENSG00000121879	1308	970	595
ENSG00000051382	649	755	169
ENSG00000171608	182	98	82
ENSG00000105851	80	21	4
ENSG00000100100	680	525	288
ENSG00000145675	318	873	249
ENSG00000105647	85	82	24
ENSG00000117461	1350	456	506
ENSG00000196455	839	404	377
ENSG00000141506	81	51	41
ENSG00000276231	6	0	0
ENSG00000115020	1012	488	524
ENSG00000085514	131	47	73
ENSG00000121716	566	624	515
ENSG00000137193	559	1535	204
ENSG00000102096	110	203	190
ENSG00000198355	180	475	485
ENSG00000127445	189	207	106
ENSG00000229359	0	0	0
ENSG00000102309	69	122	46
ENSG00000227973	0	0	0
ENSG00000158828	218	791	52
ENSG00000234465	143	177	94
ENSG00000284764	75	8	66
ENSG00000159763	4	1	0
ENSG00000150867	104	56	50
ENSG00000277292	248	256	24
ENSG00000166908	888	506	265
ENSG00000143398	1836	1834	853
ENSG00000107242	10	4	12
ENSG00000186111	181	100	2
ENSG00000219294	4	3	0
ENSG00000229435	0	0	1
ENSG00000167103	26	260	51
ENSG00000179761	99	177	52
ENSG00000180764	44	35	74
ENSG00000087842	168	162	60
ENSG00000233670	0	0	0
ENSG00000241878	754	1164	153
ENSG00000057757	218	940	117
ENSG00000174238	651	1145	249
ENSG00000180957	606	1690	229
ENSG00000154217	359	1053	118
ENSG00000110697	71	89	141
ENSG00000090975	102	47	62
ENSG00000091622	101	155	28
ENSG00000107959	780	718	173
ENSG00000069011	91	24	45
ENSG00000164093	0	0	0
ENSG00000107859	0	0	0
ENSG00000275051	5	5	11
ENSG00000197181	23	12	5
ENSG00000184571	5	4	6
ENSG00000134627	1	182	18
ENSG00000181191	246	277	285
ENSG00000198961	662	1046	324
ENSG00000008710	221	378	52
ENSG00000158683	0	0	10
ENSG00000166473	151	212	128
ENSG00000277481	0	0	16
ENSG00000282522	46	11	1
ENSG00000254681	10	0	1
ENSG00000282086	331	278	32
ENSG00000118762	574	177	222
ENSG00000107593	0	0	0
ENSG00000078795	23	20	17
ENSG00000162878	4	0	0
ENSG00000130943	12	0	4
ENSG00000170927	0	0	3
ENSG00000205038	24	0	0
ENSG00000171033	111	53	70
ENSG00000135549	38	24	15
ENSG00000168734	45	28	51
ENSG00000262785	0	0	0
ENSG00000067225	17637	26678	7214
ENSG00000236480	2	1	3
ENSG00000235892	1	0	0
ENSG00000220563	1	0	0
ENSG00000254023	0	0	0
ENSG00000215057	1	0	0
ENSG00000127564	150	316	66
ENSG00000123143	89	69	29
ENSG00000065243	1960	2695	1251
ENSG00000160447	4	0	0
ENSG00000160199	561	412	143
ENSG00000165495	4	8	3
ENSG00000081277	583	555	335
ENSG00000057294	201	197	56
ENSG00000184363	106	85	14
ENSG00000144283	1390	2729	1028
ENSG00000229670	0	1	0
ENSG00000144837	5	0	0
ENSG00000276870	10	6	6
ENSG00000123739	405	382	344
ENSG00000224680	0	0	12
ENSG00000225221	0	0	0
ENSG00000138308	0	0	0
ENSG00000103066	107	141	143
ENSG00000170890	0	0	0
ENSG00000188257	0	0	0
ENSG00000187980	40	41	10
ENSG00000117215	25	8	11
ENSG00000188784	0	0	0
ENSG00000158786	0	0	6
ENSG00000100078	1	13	27
ENSG00000116711	121	85	125
ENSG00000243708	1114	185	183
ENSG00000105499	124	50	125
ENSG00000159337	32	101	26
ENSG00000188089	14	5	16
ENSG00000168907	16	218	46
ENSG00000127472	10	3	10
ENSG00000184381	352	37	46
ENSG00000146070	44	12	27
ENSG00000153246	683	473	386
ENSG00000137055	239	172	107
ENSG00000170965	0	83	0
ENSG00000145287	154	211	83
ENSG00000173261	0	0	0
ENSG00000189129	38	0	1
ENSG00000181690	667	957	486
ENSG00000118495	134	113	174
ENSG00000126003	1676	1055	1387
ENSG00000104368	1250	542	453
ENSG00000122861	1422	4264	1315
ENSG00000011422	432	580	196
ENSG00000163803	16	0	0
ENSG00000121316	930	1014	186
ENSG00000151176	810	1040	254
ENSG00000182621	475	137	374
ENSG00000137841	133	3	13
ENSG00000149782	178	310	182
ENSG00000101333	470	1187	449
ENSG00000187091	28	0	0
ENSG00000161714	509	229	245
ENSG00000115556	33	54	38
ENSG00000138193	2324	1526	1426
ENSG00000276940	0	0	0
ENSG00000124181	928	474	556
